catalogNumber,recordedBy,occurrenceID,state,studySiteID
5e9a49f9-f6cf-48e2-90b7-13e50bf3dcfd,Bulk Import,cfd317fe-946c-44a6-af0d-6525371e4282,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
d26f34cf-252f-4c00-9f92-13757aa120c9,Bulk Import,06b5d6f1-02ba-4b72-a8e0-51531c65b720,approved,c01c2e44-5630-4d4d-8227-6763934a8f2f
25e0b18e-ec7f-4fe5-8dda-2e27365118dd,Bulk Import,e81636de-13e3-4d37-99b8-3285a1813273,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
16e1042d-a30a-469a-84d0-51d67c4008d5,Bulk Import,05224ce9-7d06-4808-9af1-4761715e4e77,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
a2feaf31-f370-4903-bb58-53d87c6faf8e,Bulk Import,7aeeaded-e21a-49da-af6f-69bd7c5744f4,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
6c0bff17-3431-4b9a-9da5-02c1ef85853b,Bulk Import,295239db-43de-40f0-9740-464733b6213f,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
2d7223ae-c557-4dfd-a482-5f14506816b7,Bulk Import,120f9738-b66c-4964-bb84-604b03c03c40,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
af3baf32-9b22-45c0-88db-aefd3d58990e,Bulk Import,6b9d2363-0988-4388-a7ea-2e65bf1e0cac,approved,ca2af8b4-ce1b-479b-b83f-1ba69f23b9ca
2bb95943-d309-4099-ba2d-a868d02d2392,Bulk Import,b8b68c56-b498-4f66-8b7d-a661df1453de,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
4c2c2649-65dc-45a5-b249-c2cfde960f50,Bulk Import,ba4ecbcd-e164-4170-a45c-ab3339107bcb,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
0bf20b2f-aff7-4c83-abf4-bae17850b065,Bulk Import,9b945bdb-2efd-42ee-aa72-1f87f5810359,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
42aac27d-ccea-4f63-b786-654a2d0d14b4,Bulk Import,ac911117-bd9f-444f-bf1b-637e43dc0195,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
d40d950b-37d5-4821-96c9-63638bcd228e,Bulk Import,df0ef9dd-b66d-445e-8310-01b904ae5794,approved,fbd96895-9299-4c0f-81d1-6b6ddfc7cc6b
c52d0b5c-58c3-4f8a-94a9-633952874b10,Bulk Import,8037c5cf-357b-40af-9ac6-4f714e367d54,approved,3ecd144e-8182-49da-86db-1aff6afb82f1
5cd27121-ba03-4fbb-9235-3fc56fac3586,Bulk Import,f46aa2dc-309a-47e2-895c-d6eda11c3f1c,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
84a7ccb6-75c4-460f-926d-fc386c4cef50,Bulk Import,bf15ecb0-e079-4b27-a857-f50ae73a697d,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
535252f4-02f4-4c7f-a7de-29d0636d7eea,Bulk Import,c431847e-e98e-4071-aadb-de8a78fee281,approved,b961bf5a-0538-4e82-bacd-b76f97ecef12
464abb20-7147-4cf6-aaf9-be2c61cb9ba4,Bulk Import,680b5fa9-e9cb-43d4-8b2e-132b4a483c7f,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
cafbc376-beb0-4e86-9126-941306415674,Bulk Import,e5040618-1dad-4de8-a6ea-7ce3cdca56d8,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
9c70a352-777c-4c63-b86a-37a3fb249acb,Bulk Import,96760565-499c-45a1-b169-ef7c84e689c4,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
2d5a2916-3667-4494-812a-82d92d34ed30,Bulk Import,56e56154-6eef-492a-a801-bdee01b0ca14,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
1be83837-564f-49bd-a49c-f05adaa1b8ce,Bulk Import,2d88867d-e956-4734-b160-efd4cb956bce,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
898a2f04-d2a1-43e8-a3d4-3616252d536b,Bulk Import,6d897e18-3969-4bf3-b707-580cea7a189e,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
4c1a6919-12f6-442b-9b3a-2b51154201a8,Bulk Import,4990eceb-387d-499f-997b-f98591e5f3be,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
374547bd-8455-4186-ae4b-ecff73646669,Bulk Import,6b56c5b1-98cc-4fd3-9323-9cee90a8fb4e,approved,ef6210b0-cd26-4118-93cb-35186aa17be3
81e7459e-d5da-4ac9-9de6-566776f2653f,Bulk Import,7af8a92a-5778-46d9-8958-f88ea1e08710,approved,1e13dd62-1fdb-459c-99e3-54e215eda183
91950904-9792-41b2-a56e-20ea7454c822,Bulk Import,0b9abf45-603e-4d5c-8b01-3f39e7a57d36,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
ba455db3-0be1-4228-a098-479d5944df86,Bulk Import,7a9185c4-7759-4c32-ab7a-bedc3d6e71ee,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
d00f43af-bce8-4257-bf8e-200f22a0f2d0,Bulk Import,0d8d8e8d-d492-496b-a51c-e80ea78fead6,approved,b961bf5a-0538-4e82-bacd-b76f97ecef12
705ea49f-d1c5-4404-a310-2b173fe6d5a8,Bulk Import,0f0d3ebb-410a-447c-be3d-aa60fcbca0bb,approved,d17710de-c307-40dd-9548-7a09e567d909
732e9230-39c4-4f83-8e37-30ad41c4d741,Bulk Import,efe4656e-ed25-44ed-8073-4dce8df01365,approved,d17710de-c307-40dd-9548-7a09e567d909
890bc3de-7bf3-404f-b4bf-1065172e1872,Bulk Import,aacd5240-be46-4523-804a-594cf818695f,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
607ceba5-38e6-4294-93a1-ab2657d57ce7,Bulk Import,9925288f-db2a-49ed-a068-23027e505707,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
52231069-0f55-4acd-94cc-1e3372ffa459,Bulk Import,51eb0703-f72b-404d-8f09-17211420f8d0,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
3362323d-7a2b-4b43-a8a0-8798ab171521,Bulk Import,8bfc2ab5-3d42-40a5-84bd-2105b9086e66,approved,d17710de-c307-40dd-9548-7a09e567d909
ffe4acf0-a5ae-46b6-8c18-d4ee30ea1d5d,Bulk Import,48a76d5e-4ddf-4790-9207-2c954584301d,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
5153c49c-2040-441e-9a77-e9bb19f699c1,Bulk Import,b8401c33-55b5-4248-9057-7eac907ec7cb,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
2047f68c-0893-4cec-a1bd-633db5e842cd,Bulk Import,f9d92d20-9aeb-4f8c-8295-35af3898f6cc,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
d7f01a71-262e-4ed9-91bd-41b76425b36e,Bulk Import,9fc1bb1c-eda0-4df5-b391-f6b5d1169f5a,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
5164dd41-1a0d-48d9-9a44-514c6efcf5db,Bulk Import,a4ebfbd7-e0aa-4e9a-94e5-e1db9a31387f,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
0f224abe-c503-4684-b5c9-acd7e0dda6aa,Bulk Import,dddc37cc-5469-4ed6-b981-6a15fd34e618,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
3f0fea4a-9174-4502-b5a5-7de6703d2c56,Bulk Import,f6587171-c970-49a8-be97-a9eaf5e55f23,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
50c9f327-948c-41df-b760-22aa953e791b,Bulk Import,1da49e12-85a1-472a-9644-d4baaf66b4ae,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
da9241d0-7aee-4795-aa8f-6083f28e604d,Bulk Import,c9e6c749-43e5-4624-9b5a-c3b5cba37e4c,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
9c8bcc17-d441-410e-9e30-80a5941594bb,Bulk Import,6d97c17b-396a-4154-a116-3b8ba5147f44,approved,fa010820-b6e6-4d93-8024-e4405570ee2b
07bdec32-500f-465a-b5a3-b670d50e0bb1,Bulk Import,ee821e14-207c-4c9f-aeb4-cc377fc76e45,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
ab04451d-f18f-40a6-8ed9-c8d78ad793e4,Bulk Import,ce15e08e-8d89-47d7-9ed8-4817b03a3d35,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
2ec573fe-70dd-41b8-b6a1-c26c96d75e57,Bulk Import,fd786741-76e9-47e3-bad9-352344687487,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
c86e5239-2a0a-4635-9bb1-712a397f5a80,Bulk Import,12419bcc-7793-4e24-9019-4beb03831587,approved,04197e9e-228c-4216-a77b-0d3d06e77927
81625c01-4f83-4c7b-95c2-d495e8b0150c,Bulk Import,70d9bf58-9e16-4ecc-a053-d8c437824eff,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
2f75b658-1cbf-475f-bf7b-04bfc32175a1,Bulk Import,963df8f7-9a02-4e17-a7de-5389fca49bfd,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
983a8314-1560-4d6a-b4ae-c18f817b9a8c,Bulk Import,29de6777-ad67-467a-b63b-c0d3db40830b,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
13ec9db9-987a-4ee0-973d-eeaf78303839,Bulk Import,2b8bc805-7b31-4407-a59c-38e71321eec7,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
9037ea05-304c-4fcf-a83b-99072a566e6b,Bulk Import,345f693e-3a12-47ae-83d5-e3aa609f44ae,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
67139a65-974c-4d92-8441-195e362b40cb,Bulk Import,89e51300-65cc-4d5a-b7c9-57ce86dba944,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
7c675c78-c3f6-4054-b1f9-c04b05c59a5b,Bulk Import,80cfe5c8-55ec-4c53-ad86-b4f0c6cf6798,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
502956f8-e007-4b13-90d4-e6a1ba5217bc,Bulk Import,fe35c5ba-b52e-4299-858f-b803fe4a0101,approved,faea689b-4f66-4c9c-bbfa-ead656431648
3082ed83-64c7-4bef-b2ec-dd6f7041421d,Bulk Import,31723d65-95fb-4e3a-81b9-4280824af0c8,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
90bfadab-aa51-4225-b84a-e262d7b09b8a,Bulk Import,ab179cc3-7bd0-4f3d-8f96-96006524238e,approved,bbcd22c6-54b7-4b3f-9fb3-41880a3b448a
9c9ee238-c081-434c-a5db-68eca1368c6e,Bulk Import,c84a435b-ab06-4493-982c-0b58840fce1d,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
8ca50aae-934f-416e-a0b3-c1942014a198,Bulk Import,42900644-7c69-493e-b8f5-0315bfe61ec9,approved,d17710de-c307-40dd-9548-7a09e567d909
e2859781-3629-44aa-bb9a-dc715d511ae9,Bulk Import,531a382c-a912-48b6-b8dd-0804470283c7,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
4517d21a-bfd7-45b9-8dea-c6742cf7f452,Bulk Import,a7f818dc-1d24-4a54-9787-a0df20a8c5db,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
35681c15-34fc-4686-9be7-6b2d678b9d64,Bulk Import,7b729b3e-c246-4e0e-9afc-411280bc88e9,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
daa95799-bad1-4c32-b54b-85ec11db6238,Bulk Import,621258f9-ff43-4162-83a2-12e1ae271cf3,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
693875ee-401c-4b47-a60a-2e2bf2b74ab6,Bulk Import,38af84da-c679-4048-b3d1-16403fd5fa2b,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
d54821cf-1f33-44e9-937e-707a4de09b31,Bulk Import,9f6b403d-9afb-42f9-8dc1-4013378e56d2,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
0d0bb603-ff25-428c-80c7-f57cdaee90de,Bulk Import,063d95b1-8776-4ba1-89ba-317a2bb52405,approved,b961bf5a-0538-4e82-bacd-b76f97ecef12
cad0c258-3bd2-4c74-a197-a0624b76c637,Bulk Import,0070895e-1149-408a-8694-5392e14c2bea,approved,387cf014-d42f-4478-a0a5-24c3d62aa39b
41a45520-17dc-4b1f-a9bf-cdc62eee0819,Bulk Import,65a207a4-547b-4f8f-9b71-db70b4158516,approved,387cf014-d42f-4478-a0a5-24c3d62aa39b
8afb7de7-cd6d-4b71-9736-fe4f926ab377,Bulk Import,43d3dd4e-8cc2-4bdd-9de1-3ef22642e357,approved,e37e421f-2f56-4ee8-aaa7-663a1ff81011
1b3e6376-1d8b-4906-9b9c-459f403585dc,Bulk Import,ae7214b5-8393-4938-ba85-a26cb90e6739,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
d8f8050d-e7ea-40c7-8e8e-b71766a2d59b,Bulk Import,174670a5-7953-4d99-8e8d-e50d32a2539a,approved,3c58caa7-df78-4bb9-b2c0-1ab60606b841
f5fad5cc-cd68-46f7-82ed-95cf65b59629,Bulk Import,5debf828-1218-4320-a84c-51df07b82157,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
0289b131-6176-48cd-9b5e-01d61c4ca51d,Bulk Import,8ca0b74a-8876-40c1-8d98-eb095c442e98,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
94d7e6d2-bc64-44cb-a628-df91625e25b4,Bulk Import,3fa22c91-4636-4fb2-a282-273049eff525,approved,f1b506e4-b296-4a57-bc16-4f4117cc0053
1b214026-afae-47c9-b4ad-0d0e9916ddba,Bulk Import,8fae058c-e2ff-4283-8086-84202c73641b,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
9a18f9ec-29a3-472e-abf3-6fb4a88e32fc,Bulk Import,a9a9df7d-afab-483f-bcca-9247d4667fe5,approved,8e205fea-60e7-44e7-b612-7fbb3e9dc7ff
8b5f1ea7-52ae-46ed-b1cd-71e16dd31369,Bulk Import,55478d59-a1cc-498b-9c1d-c4921fb088bf,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
4e02255c-5f08-4866-8ef1-9d26bd5f739a,Bulk Import,5e1209bd-a82f-4409-ae4f-594f4ffb4f28,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
e8795de6-b8d3-444e-9ea5-526ec1bfad61,Bulk Import,53a953a0-f8dc-4e8e-8f87-fb248b69e1d3,approved,b8ec0ff9-6512-4cb0-a7e3-713c9c86635f
1b0618e3-d80b-4ca3-a907-7de48ce3d384,Bulk Import,30615eb8-83bd-4cd9-a36a-707ef0121f1f,approved,b8ec0ff9-6512-4cb0-a7e3-713c9c86635f
6c8647a7-61e3-4858-ab89-980c26cfd041,Bulk Import,a1107b70-f006-4128-a0a6-1b074acd8cf3,approved,367a55d2-b43a-444d-8485-9dddc64e9e5e
1e18b3c3-00cf-4ae6-ba4a-5dcd2a00ac14,Bulk Import,013ba702-1e99-491d-833f-b178128b2229,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
13320a56-66e0-49a1-b461-19b6f3382d67,Bulk Import,c77efee5-cf2e-4473-98e9-3977614e06e7,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
5b3904de-474e-48a4-99da-6efaee10e421,Bulk Import,daf9f55a-6504-4dc9-883a-fe883674e4df,approved,ca2af8b4-ce1b-479b-b83f-1ba69f23b9ca
95ced5bc-b709-4fe2-bda5-80f966287ec8,Bulk Import,5ac0a4aa-ff59-4195-948c-e6622b94b3a6,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
d1c560ab-54f1-4af7-864e-4e3bc87e1f45,Bulk Import,82e42a09-2666-47b6-9b97-3147d43f687e,approved,c01c2e44-5630-4d4d-8227-6763934a8f2f
65222944-5657-405a-b5c5-5a62ca2e9b2b,Bulk Import,094c97ec-43c7-4557-a14a-2bf82ee341e3,approved,7f71c2b4-1167-4f81-9ada-580046458766
f7d51c12-cdbb-4c46-a58b-e378dae5c807,Bulk Import,4324799f-4bcd-4686-9514-56e7eec3d94e,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
f9d63b54-4203-47cc-b015-dbb535d61441,Bulk Import,1cc051b8-ee55-4414-953a-0aa07362b4bc,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
3314f8f7-70dc-4828-ba4c-d614c6b1e918,Bulk Import,f1957c21-5dd6-4553-aa41-97b0e32839d9,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
4c5f96dd-5561-4e63-8b02-8043c4fc0275,Bulk Import,ee5a1969-e582-4cdf-9eda-ef2679d075db,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
8bc7b9b6-cfec-4f63-b760-72a1360a2197,Bulk Import,d1aed09e-c45b-4faa-b017-88c41954d0f7,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
f6dda9d3-33e2-4a21-9009-cb8e1cf1af85,Bulk Import,68af3a2d-45c9-48d3-a775-6e1dcb48fe60,approved,81bebcea-ba4c-4089-b82d-1ad3c1f299f9
cafa9294-8e6d-4323-98f1-b8827aaf8ec8,Bulk Import,2b35ebdd-42d5-455c-bcde-5f2533f92ba7,approved,d1483bc5-52e7-4f86-b005-49008ae4657d
4f54026d-ea93-485a-84d5-e88e9168e701,Bulk Import,e726f792-8017-465a-b093-ad7412090a60,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
e08dd56a-57c7-4695-9181-1f3256000008,Bulk Import,78a528bd-4ea7-49ac-9a5a-d12ccf4b44ee,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
344fce11-18ed-475d-a0c4-bf0500ce6fb5,Bulk Import,4bfb1d35-51f4-403e-b452-74d31ff93131,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
4c836b8b-1ca2-494f-8570-73017c251878,Bulk Import,93cc86d6-5206-4c7a-810f-281f3c5e9436,approved,NA
0482844b-970d-4eda-9b80-3b8a5c7e74df,Bulk Import,ecec25a7-1d53-440e-a467-6f7dd463d40d,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
91c00704-49bf-4e2e-8f97-0222d54171dc,Bulk Import,b680f739-40ea-4cad-9a87-985e96fa519a,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
ed0f0787-b83d-47e3-bd30-b87ffdf39202,Bulk Import,dc6cce8b-9da1-4ac0-b920-1918e996fd08,approved,NA
32d9d2a6-23cb-4b03-b3f8-7637407889fe,Bulk Import,eae0c012-0da1-4aa8-98ac-8b0543e2031d,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
9c3cabde-e1e8-4a49-b0e0-52b7a3cb84f8,Bulk Import,ec862a68-6b8a-4622-9006-56130d2d333a,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
8a53ca45-fdb8-4170-8a8b-e1b9095e3a3c,Bulk Import,7ee2250a-a219-4ed4-96dd-bb0c4bc376b6,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
f1f74f19-6d2f-498a-9839-dec80c78708e,Bulk Import,abb21326-6048-4cbe-ac56-4b58a8a140b3,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
80a90762-c854-422d-8b16-16bca8668507,Bulk Import,f51ef2de-12fe-429a-8a39-6621eea97d35,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
23a4e9d3-7503-4bbf-a002-72c73c0c53da,Bulk Import,536378a8-118b-43e6-9ab7-398411da17ca,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
78e821d0-5e64-4710-a162-9e7d0dc75e1c,Bulk Import,efb9a5d2-ea91-4a9d-baf6-1197e14c66e7,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
728816d7-0af6-463b-a212-86f854de4004,Bulk Import,49643752-1cd8-4378-ac5f-e27663a89b7f,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
ead00c0c-03e1-4c54-a7cd-777288865a51,Bulk Import,f06e16dd-67af-4fbf-9572-75bde2e2c236,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
5a616af3-b668-41c1-9862-8f6a57ffcc97,Bulk Import,4296d8ab-93aa-4307-bed7-ed0823c375a8,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
61884eaf-ccbe-47f6-934a-1c10be3836ff,Bulk Import,e735fb38-6232-437e-8c75-c2ff592423b6,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
d06e193d-deb6-4c73-9d61-6e7f248c018c,Bulk Import,9b99000e-0f7a-4462-a9f0-2da1b46dcd1f,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
9cf52a24-269b-4e22-a9e5-3c0410a876c9,Bulk Import,aaec7707-8798-420f-97e1-699d41561af8,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
eca3b21a-9afe-48eb-b929-8bed266a1232,Bulk Import,428b8f39-0a72-4a2c-9d1d-be64620d6d32,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
5a73a639-2ae5-4681-b324-dee3cbe340fc,Bulk Import,ffb03968-6d3a-485a-9d3d-d756aa44c191,approved,3692bcc3-98bb-4ade-bb18-8da791457dac
88a129a2-1a99-4ddc-915f-a1d0f8d5b59f,Bulk Import,7068024a-c18b-411e-bfff-11c0908b23ea,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
4a25d1dc-e30c-43c9-9131-99906380882d,Bulk Import,d9922530-ef64-40d2-b215-f4393646777f,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
a7eaec7d-c1fa-4788-8300-778cc3c9b8e5,Bulk Import,3ec464f7-98f9-4d4a-a2bd-cf7327128fc6,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
b6864917-151a-4d24-84ef-d432b300c7f9,Bulk Import,5111a17e-960a-41c7-afa6-1d9efdae4eaf,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
c14ae12c-db92-4eac-b0e6-9dfb15ad9de9,Bulk Import,5b717598-c4ff-4005-b532-8c5fbd22c8dd,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
7c8d8497-b57b-4b56-83a6-382df946b17b,Bulk Import,40fdc490-f619-481d-a973-b6d2486c07f3,approved,NA
8df4137a-8a57-4303-a620-500d890e4efe,Bulk Import,bad92a2c-3df4-40fa-8553-b1133dda482c,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
ce3aeee1-0426-4d4a-9d4b-5e0475a6a45c,Bulk Import,3ea2e88c-6287-459d-a39f-3576fc2ef041,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
d9211378-298b-4e33-88b6-64dba7eb222b,Bulk Import,9f87d4dc-46d4-40aa-b65a-1fff9bcf5168,approved,fa010820-b6e6-4d93-8024-e4405570ee2b
2d42500f-a094-4302-b538-3ae56d0873c3,Bulk Import,1b1c6efc-aeaa-4a99-a7fd-6ac166b709fd,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
a91ef7e4-53c6-461a-a406-3801ab5173f9,Bulk Import,6faad7ed-ac8b-4899-90d2-f9a07baf48ba,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
349d25a7-7183-4084-97cd-776cdef1dcbb,Bulk Import,b6d1c7aa-58d5-4c70-bee4-d9d61af59e26,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
57011951-9a08-46c8-baec-9e584fecf704,Bulk Import,98007234-3d79-4404-a96f-187302d14198,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
cd523fec-4903-4544-9ab9-082b383c6cf7,Bulk Import,d29cd6a2-8e9f-4229-aa6a-0059e6b5dbd3,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
c3476e09-f257-4531-a5b3-22a3ed03f849,Bulk Import,ea38ef1d-b325-4835-8478-71dfa88c7c74,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
a0bdd109-84e0-4a71-8af6-989bf11e10b5,Bulk Import,4a30c952-914e-4e78-b431-223fdefc551a,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
5f68564f-bfc8-4fb4-9395-3feef03c13af,Bulk Import,0e327c11-5512-41eb-9517-c8059b8218da,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
0e8bd43a-81ff-4da5-b2bf-e13757a0bd3a,Bulk Import,ff0b4bc6-5b73-4ad2-be65-260f2bdf0b2a,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
8433f132-4a33-4d8b-ac50-a1b4d1a60e20,Bulk Import,091241a1-42aa-42d1-953e-77c53e8246cb,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
7766762f-d354-40d5-9444-1811b38d9bb6,Bulk Import,4b3163af-a9a4-4861-a01a-e1cb4fcc016a,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
2fe80a73-c0ee-44c1-943a-fd459ae2139a,Bulk Import,60e3afd0-8cc0-4131-b941-b372b9650363,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
e0c0cfcd-4ccf-4045-b1db-603f5ceea5eb,Bulk Import,722cebf8-802a-4e47-8b25-276c6e59d5da,approved,f5bbe183-2141-44f3-b92f-f7561c7a786c
7f642a6b-7f31-4b1d-9a3a-9122c3799133,Bulk Import,4e62b138-8acd-43b4-b3b4-54d971cd22be,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
31f16deb-9f59-4471-95e9-f15c686f867b,Bulk Import,abe94cbc-99b2-4697-8e04-01ab7f28888a,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
37a71852-e31a-4a14-ab6a-4a6d57692a20,Bulk Import,9f6e9b03-5bf2-4cee-9135-72215c8b7386,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
ce870399-a6fe-43a6-9306-f20ea939b6e7,Bulk Import,4e5e6b71-37ec-4b7d-bdb0-26a138279b86,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
51e10bf8-30f0-494a-ba72-94b585ef9d23,Bulk Import,48e81a6d-d628-4400-8d55-bc303aea3451,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
6bc6775e-a8b7-4ec8-a1a4-9b6963fd5209,Bulk Import,a8d8deb4-f5c9-4814-bcc7-74f061a7b223,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
0492a5f7-c46c-4fa3-ab33-0cead5bd86c4,Bulk Import,681137dc-0362-43ae-8c74-f598f5ebc07f,approved,209eeab1-7eff-4188-8f11-964528dd4bdf
570986c2-f81d-467b-9a63-b8f47fd1c26a,Bulk Import,f12837e9-2cc2-4023-a444-b781d60c7201,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
752fcfd3-b0fb-445a-900d-528617e28965,Bulk Import,beefa6e8-abc5-4466-bdc0-b89e86640db3,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
5dabbf88-b724-4c84-8390-4cc4df3c5a9a,Bulk Import,c8e15c8e-ae0e-4928-b21b-86eae2765e82,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
bea2d3d8-f7da-481c-9d0a-b79765172617,Bulk Import,28ff3092-49e7-482a-895c-900e2e8517a8,approved,cbaf07e4-447c-447d-8ca8-dfbcb769bc41
389ad3f2-1e56-47d9-bfdd-3b06274b8d3b,Bulk Import,0e564b5b-3d3f-4e5d-9691-4fd027bc2ea0,approved,835a15b2-b9f4-4cc5-8ee1-cfe071d3d717
8e5586f9-3396-4999-af35-e85c875f46f4,Bulk Import,e5235b04-4b1d-4d39-bc14-d7e9678e915a,approved,4a3044e7-4606-497a-bd3b-7869e9ffb027
59a90167-57e4-4659-be7b-ce6c45d3ee99,Bulk Import,61b2dd81-1978-4902-b7bc-c9cdf0c3b9bc,approved,ffb35d45-ac47-4298-831c-edfe043f4d24
